0, 0.01010101, 0.21212122, 0.43434343, 0.23232323, 0.11111111, 0, 0, 0, 0;
 0, 0.13541667, 0.26041666, 0.22916667, 0.19791667, 0.11458334, 0.052083332, 0.010416667, 0, 0;
 0, 0.027777778, 0.28703704, 0.2962963, 0.18518518, 0.11111111, 0.064814813, 0.027777778, 0, 0;
 0.0092592593, 0.22222222, 0.14814815, 0.16666667, 0.24074075, 0.1574074, 0.046296295, 0.0092592593, 0, 0;
 0, 0.055555556, 0.083333336, 0.1388889, 0.47222221, 0.22222222, 0.018518519, 0.0092592593, 0, 0;
 0.019480519, 0.045454547, 0.1038961, 0.16883117, 0.19480519, 0.14285715, 0.12987013, 0.13636364, 0.058441557, 0;
 0.021428572, 0.014285714, 0.11428571, 0.25714287, 0.2, 0.24285714, 0.092857145, 0.042857144, 0.014285714, 0;
 0.0064935065, 0.077922076, 0.29220778, 0.16233766, 0.24675325, 0.12337662, 0.090909094, 0, 0, 0;
 0.050420169, 0.24369748, 0.18907563, 0.39915967, 0.05882353, 0.025210084, 0.021008404, 0.012605042, 0, 0;
 0, 0.013986014, 0.27972028, 0.64335662, 0.048951048, 0.013986014, 0, 0, 0, 0;
 0.015384615, 0.061538462, 0.084615387, 0.17692308, 0.1923077, 0.18461539, 0.14615385, 0.07692308, 0.046153847, 0.015384615;
 0.02631579, 0.033834588, 0.02631579, 0.30075186, 0.42857143, 0.16917293, 0.015037594, 0, 0, 0;
 0, 0.0064935065, 0.16883117, 0.55844158, 0.26623377, 0, 0, 0, 0, 0;
 0.045614034, 0.094736844, 0.21403509, 0.33684212, 0.2736842, 0.003508772, 0.01754386, 0.007017544, 0.007017544, 0;
 0, 0.0125, 0.30000001, 0.64999998, 0.037500001, 0, 0, 0, 0, 0;
 0, 0.011363637, 0.17045455, 0.625, 0.18181819, 0.011363637, 0, 0, 0, 0;
 0, 0.0125, 0.0125, 0.63749999, 0.28749999, 0.0125, 0.0125, 0.025, 0, 0;
 0.008547009, 0.034188036, 0.15384616, 0.52136755, 0.25641027, 0.017094018, 0.008547009, 0, 0, 0;
 0.033613447, 0.046218488, 0.11764706, 0.21008404, 0.34033614, 0.19327731, 0.05882353, 0, 0, 0;
 0.01416122, 0.071895428, 0.18409586, 0.1459695, 0.14923747, 0.11220044, 0.080610022, 0.09150327, 0.075163402, 0.075163402;
 0.0052083335, 0.11979166, 0.11979166, 0.072916664, 0.0625, 0.026041666, 0.046875, 0.083333336, 0.27604166, 0.1875;
 0, 0.008547009, 0.15384616, 0.48717949, 0.31623933, 0.034188036, 0, 0, 0, 0;
 0, 0.0064935065, 0.025974026, 0.29220778, 0.45454547, 0.22077923, 0, 0, 0, 0;
 0.023076924, 0.061538462, 0.1, 0.18461539, 0.30000001, 0.24615385, 0.084615387, 0, 0, 0;
 0, 0.0092592593, 0.0092592593, 0.0092592593, 0.8888889, 0.083333336, 0, 0, 0, 0;
 0, 0.0062500001, 0.18125001, 0.33750001, 0.26249999, 0.1375, 0.056249999, 0.018750001, 0, 0;
 0.048484847, 0.23030303, 0.27878788, 0.13939394, 0.090909094, 0.10909091, 0.06666667, 0.024242423, 0.012121212, 0;
 0, 0.079365082, 0.5714286, 0.1936508, 0.076190479, 0.041269843, 0.031746034, 0.0063492064, 0, 0;
 0, 0.079831935, 0.3487395, 0.34453782, 0.15126051, 0.033613447, 0.029411765, 0.012605042, 0, 0;
 0.024242423, 0.16363636, 0.40000001, 0.26060605, 0.048484847, 0.042424243, 0.024242423, 0.036363635, 0, 0
